Database,Material,Subtype,kgCO2e/kg,Comments,density,wastage,densityAssumption,wasteReference,Latest,,
ICE v3.0b 2019 (UK),Concrete,RC 20/25 (20/25 MPa) - 70% blast furnace slag,0.05271424,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 25/40 (25/40 MPa) - 70% blast furnace slag,0.055567941,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 28/35 (28/35 MPa) - 70% blast furnace slag,0.058433276,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 32/40 (32/40 MPa) - 70% blast furnace slag,0.063414755,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 35/45 (32/40 MPa) - 70% blast furnace slag,0.067684172,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,RC 40/50 (40/50 MPa) - 70% blast furnace slag,0.071890992,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV1 - 70% blast furnace slag,0.058433276,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,PAV2 - 70% blast furnace slag,0.063418018,Estimated from ICE model,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,Precast pipe DN600,0.146166115,"per kg pipe. Not including installation, such as bedding materials",2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,Precast paving,0.132367539,"Estimated from ICE Cement, Mortar, Concrete model.",2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,Precast beams and columns - with steel reinforcement,0.248989145,includes steel reinforcement,2400,4,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,"Precast block, medium density",0.09308795,"Estimated from ICE Cement, Mortar, Concrete model.",2400,5,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,"Precase block, high density",0.09308795,"Estimated from ICE Cement, Mortar, Concrete model.",6200,6,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Concrete,AAC block,0.28,"Based upon IBU EPD number, EPD-BPC-20170093-CCD1-EN, produced by British Precast.",2400,7,Compacted concrete value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Glass,General,1.436967064,"2.5kg glass per mm thickness, per m2. Embodied carbon of the glass is the average of data collected, from 109 datapoints",2500,1,Solid (soda lime) value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Glass,"Glazing, Double",1.625600014,"2.5kg glass per mm thickness, per m2. Embodied carbon of the glass is the average of data collected, from 10 datapoints",2500,1,Solid (soda lime) value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Glass,Glazing triple,1.746990969,"2.5kg glass per mm thickness, per m2. Embodied carbon of the glass is the average of data collected, from 6 datapoints",2500,1,Solid (soda lime) value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Glass,Toughened,1.667229702,"2.5kg glass per mm thickness, per m2. Embodied carbon of the glass is the average of data collected, from 43 datapoints",2500,1,Solid (soda lime) value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Glass,"Multi layer safety, filled core, fire resistant, toughened",2.081791236,"2.5kg glass per mm thickness, per m2. Embodied carbon of the glass is the average of data collected, from 6 datapoints",2500,1,Solid (soda lime) value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Glass,"Multi layer safety, unfilled",1.555515504,"2.5kg glass per mm thickness, per m2. Embodied carbon of the glass is the average of data collected, from 8 datapoints",2500,1,Solid (soda lime) value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Glass,"sky light or roof, with frame",3.101851852,"2.5kg glass per mm thickness, per m2. Embodied carbon of the glass is the average of data collected, from 5 datapoints",2500,1,Solid (soda lime) value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,UO Pipe,3.02,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Tin-free Electrolytic Chrome Coated Steel Sheet - Tin-free (ECCS),2.89,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,electrogalvanized steel,3.03,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,welded pipe,2.78,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Organic coated sheet,3.06,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Tinplate,2.85,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,finished cold-rolled coil,2.73,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,hot-dip galvanized steel,2.76,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Plate,2.46,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Cold Rolled Coil,2.53,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,pickled hot-rolled coil,2.42,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Wire rod,2.27,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Hot Rolled Coil,2.28,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Rebar,1.99,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Section,1.55,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,Engineering steel,1.27,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Steel,global seamless tube,2.13,World average steel,7800,0,General steel value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Average of all data - No Carbon Storage,0.492826143,"Average of data collected, 211 datapoints. This is not a weighted average. It is an average of all data collected on timber. Excludes Carbon Storage.",650,10,Pine value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Chipboard - No Carbon Storage,0.400163731,"Average of data collected, 6 datapoints.  Excludes Carbon Storage.",1330,10,https://www.ribaproductselector.com/Docs/1/00961/external/COL992473.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Closed panel timber frame system - No Carbon Storage,0.452459016,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,CLT - No Carbon Storage,0.437344479,"Average of data collected, 3 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",700,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Fibreboard - No Carbon Storage,0.715306502,"Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",1330,10,https://www.ribaproductselector.com/Docs/1/00961/external/COL992473.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Glulam - No Carbon Storage,0.512127049,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",700,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Hardboard - No Carbon Storage,0.815247536,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Hardwood - No Carbon Storage,0.305560544,"Average of data collected, 22 datapoints.  Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Laminate - No Carbon Storage,0.69776337,"Average of data collected, 11 datapoints.  Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Laminated strand lumber - No Carbon Storage,0.504079166,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Laminated veneer lumber - No Carbon Storage,0.389801514,"Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,MDF - No Carbon Storage,0.856454322,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",720,10,https://www.ribaproductselector.com/Docs/1/27901/external/COL812459.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Open panel timber frame system - No Carbon Storage,0.345177665,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",700,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,OSB - No Carbon Storage,0.455069121,"Average of data collected, 16 datapoints.  Excludes Carbon Storage.",630,10,https://www.ribaproductselector.com/ProductReport.ashx?ci=5477&pr=Norbord-SterlingOSBZero,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Parquet - No Carbon Storage,0.811218986,"Average of data collected, 8 datapoints.  Excludes Carbon Storage.",1330,10,https://www.ribaproductselector.com/Docs/1/00961/external/COL992473.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Particle Board - No Carbon Storage,0.664265943,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",1330,10,https://www.ribaproductselector.com/Docs/1/00961/external/COL992473.pdf,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Plywood - No Carbon Storage,0.681464286,"Average of data collected, 11 datapoints.  Excludes Carbon Storage.",620,10,Average plywood value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Softwood - No Carbon Storage,0.262594458,"Average of data collected, 43 datapoints.  Excludes Carbon Storage.",563,10,Average softwood value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Wood I-Beam - No Carbon Storage,0.483302051,"Average of data collected, 37 datapoints.  Excludes Carbon Storage.",650,10,Pine value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Wood-plastic composite - No Carbon Storage,1.44,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",650,10,Pine value from CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Timber,Average of all data - Including Carbon Storage,-1.03089278,"Average of data collected, 211 datapoints. This is not a weighted average. It is an average of all data collected on timber. Excludes Carbon Storage.",650,10,Pine value from CIBSE data,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Chipboard - Including Carbon Storage,-1.120668585,"Average of data collected, 6 datapoints.  Excludes Carbon Storage.",1330,10,https://www.ribaproductselector.com/Docs/1/00961/external/COL992473.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Closed panel timber frame system - Including Carbon Storage,-1.101639344,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,CLT - Including Carbon Storage,-1.204069479,"Average of data collected, 3 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",700,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Fibreboard - Including Carbon Storage,-0.863167719,"Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",1330,10,https://www.ribaproductselector.com/Docs/1/00961/external/COL992473.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Glulam - Including Carbon Storage,-0.895743464,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",700,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Hardboard - Including Carbon Storage,-0.823963583,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Hardwood - Including Carbon Storage,-1.285974205,"Average of data collected, 22 datapoints.  Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Laminate - Including Carbon Storage,-0.580436177,"Average of data collected, 11 datapoints.  Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Laminated strand lumber - Including Carbon Storage,-1.084075631,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Laminated veneer lumber - Including Carbon Storage,-1.246589052,"Average of data collected, 5 datapoints. This dataset is based upon a small sample size.  It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",900,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,MDF - Including Carbon Storage,-0.643745357,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",720,10,https://www.ribaproductselector.com/Docs/1/27901/external/COL812459.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Open panel timber frame system - Including Carbon Storage,-1.269035533,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",700,10,https://www.ribaproductselector.com/Docs/4/27984/external/COL221166.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,OSB - Including Carbon Storage,-1.047280201,"Average of data collected, 16 datapoints.  Excludes Carbon Storage.",630,10,https://www.ribaproductselector.com/ProductReport.ashx?ci=5477&pr=Norbord-SterlingOSBZero,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Parquet - Including Carbon Storage,-0.813016808,"Average of data collected, 8 datapoints.  Excludes Carbon Storage.",1330,10,https://www.ribaproductselector.com/Docs/1/00961/external/COL992473.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Particle Board - Including Carbon Storage,-0.814998665,"Average of data collected, 13 datapoints.  Excludes Carbon Storage.",1330,10,https://www.ribaproductselector.com/Docs/1/00961/external/COL992473.pdf,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Plywood - Including Carbon Storage,-0.933068403,"Average of data collected, 11 datapoints.  Excludes Carbon Storage.",620,10,Average plywood value from CIBSE data,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Softwood - Including Carbon Storage,-1.291860682,"Average of data collected, 43 datapoints.  Excludes Carbon Storage.",563,10,Average softwood value from CIBSE data,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Wood I-Beam - Including Carbon Storage,-1.049938317,"Average of data collected, 37 datapoints.  Excludes Carbon Storage.",650,10,Pine value from CIBSE data,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Timber,Wood-plastic composite - Including Carbon Storage,0.58,"Average of data collected, 1 datapoints. This dataset is based upon a single datapoint. It may therefore be subject to larger uncertainty than normal. Excludes Carbon Storage.",650,10,Pine value from CIBSE data,WRAP,FALSE,,
ICE v3.0b 2019 (UK),Insulation,General,1.86,Estimated from typical market shares,110,15,From CIBSE data,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Insulation,Fibreglass (Glasswool),1.35,"Poor data, difficult to select appropriate value",25,15,from insulation-info.org,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Insulation,Flax,1.7,,120,15,ScienceDirect,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Insulation,Mineral wool,1.28,,70,15,ScienceDirect,WRAP,TRUE,,
ICE v3.0b 2019 (UK),Insulation,Paper wool,0.63,,65,16,ScienceDirect,WRAP,TRUE,,
NMD (Netherlands),Fill materials,Sand,0,0.003970179,0.003970179,None,1800,0,0,None,None
NMD (Netherlands),Fill materials,EPS,0,0.246392161,0.246392161,None,20,0,0,None,None
NMD (Netherlands),Fill materials,Foam concrete,0,0.2373153,0.2373153,None,0,0,0,None,None
NMD (Netherlands),Fill materials,Clay,0,0.20116599,0.20116599,None,1400,0,0,None,None
NMD (Netherlands),Fill materials,HDPE,0,2.3116103,2.3116103,None,950,0,0,None,None
NMD (Netherlands),Reinforcement,Reinforcement steel,0,2.13175,2.13175,None,7850,0,0,None,None
NMD (Netherlands),Concrete,Concrete C20/25,0,0.066103486,0.066103486,None,2300,0,0,None,None
NMD (Netherlands),Concrete,Concrete C20/25 75%CEMII 25% CEMI,0,0.086950528,0.086950528,None,2300,0,0,None,None
NMD (Netherlands),Concrete,Concrete C20/25 20% secundairy fill,0,0.050546096,0.050546096,None,2300,0,0,None,None
NMD (Netherlands),Concrete,Concrete C30/37 75%CEMII 25% CEMI,0,0.096276388,0.096276388,None,2300,0,0,None,None
NMD (Netherlands),Concrete,Concrete C20/25 prefab,0,0.118762768,0.118762768,None,2300,0,0,None,None
NMD (Netherlands),Metal,Steel heavy,0,0.908,0.908,None,7850,0,0,None,None
NMD (Netherlands),Metal,Steel light,0,2.5,2.5,None,7850,0,0,None,None
NMD (Netherlands),Metal,Steel medium,0,2.59,2.59,None,7850,0,0,None,None
NMD (Netherlands),Metal,Steel plates,0,2.57,2.57,None,7850,0,0,None,None
NMD (Netherlands),Metal,Steel RVS,0,5.0733127,5.0733127,None,7850,0,0,None,None
NMD (Netherlands),Metal,Aluminium,0,4.4897202,4.4897202,None,2755,0,0,None,None
NMD (Netherlands),Timber,Foundation piles,0,0.23461902,0.23461902,None,580,0,0,None,None
NMD (Netherlands),Timber,Multiplex Vuren,0,0.87423127,0.87423127,None,580,0,0,None,None
NMD (Netherlands),Timber,Multiplex Okoume,0,0.83014058,0.83014058,None,500,0,0,None,None
NMD (Netherlands),Timber,Planks Grenen,0,0.42222735,0.42222735,None,700,0,0,None,None
NMD (Netherlands),Timber,Planks Meranti,0,0.21342616,0.21342616,None,650,0,0,None,None
NMD (Netherlands),Stone,Brick,0,0.24430374,0.24430374,None,1822,0,0,None,None
NMD (Netherlands),Glass,Double glazing,0,1.1306612,1.1306612,None,1823,0,0,None,None
NMD (Netherlands),Coating,Powdercoat steel,0,15.8,15.8,None,1824,0,0,None,None
NMD (Netherlands),Coating,Anodiseren,0,12.4,12.4,None,1825,0,0,None,None
NMD (Netherlands),Coating,Powdercoat Aluminium,0,16.2,16.2,None,1826,0,0,None,None
NMD (Netherlands),Coating,Sinck coating,0,4.69,4.69,None,1827,0,0,None,None
